title,url,stage,day,time,description
GLASTONBURY FILM CHALLENGE,https://www.facebook.com/groups/617710041632756/,GLADE,SUNDAY,11:00 - 12:00,
GLASTONBURY FILM CHALLENGE,http://www.glastonburyfilmchallenge.com/,AVALON CAFE,WEDNESDAY,20:30 - 21:15,
GLASTONBURY LANDING SHOW,,ARCADIA,FRIDAY,22:15 - 22:45,
GLASTONBURY LANDING SHOW,,ARCADIA,SATURDAY,22:15 - 22:45,
GLASTONBURY LANDING SHOW,,ARCADIA,SUNDAY,22:15 - 22:45,
GLITCHES,,THE PARK,FRIDAY,02:00 - 02:30,
GLITCHES,http://www.glitchesmusic.com/,WILLIAM'S GREEN,SUNDAY,17:00 - 17:40,"The introspection continues with Glitches, a trio whose music is like a group therapy session. Stories emerge, characters are built, tales are told and it’s all set to music and sung by a man with a moustache."
GLORIATOR,http://www.spitzandco.com,THEATRE AND CIRCUS,FRIDAY,15:55 - 16:35,
GLORIATOR,,THEATRE AND CIRCUS,FRIDAY,18:05 - 18:45,
GLORIATOR,http://www.spitzandco.com,THEATRE AND CIRCUS,SATURDAY,16:05 - 16:45,
GLORIATOR,,THEATRE AND CIRCUS,SATURDAY,18:05 - 18:45,
GLORIATOR,http://www.spitzandco.com,THEATRE AND CIRCUS,SUNDAY,15:20 - 16:00,
GLORIATOR,,THEATRE AND CIRCUS,SUNDAY,18:05 - 18:45,
GO CHIC,https://www.facebook.com/gochicgochic,SILVER HAYES,FRIDAY,00:45 - 01:35,Lo-fi shouty electro pop from an all-female Taiwan five-piece as much old school Kleenex punk as it is modern day electronica. Mental!
GOLDFRAPP,http://goldfrapp.com/,WEST HOLTS,SATURDAY,20:30 - 21:30,"Having evolved through trip hop, shiny electro pop, glam rock and the organic folksiness of 2008’s ‘Seventh Tree’, Goldfrapp are nothing short of unpredictable. Producer and composer Will Gregory and the beguiling Alison Goldfrapp will be reaching back through a 15-year back catalogue laden with classics for this Saturday evening slot."
GONE CHOI,,THE BANDSTAND,SUNDAY,14:00 - 14:40,
GONNE CHOI,http://www.iamgonne.com/,SILVER HAYES,SATURDAY,11:30 - 12:30,Singer songwriter from Seoul in Korea with a breathtaking range whose vocal sounds like a harmonious mix of Carly Simon and Carole King at the peak of their ‘70s success.
GONNE CHOI,http://www.iamgonne.com/,SILVER HAYES,SUNDAY,11:30 - 12:30,A second chance to see this singer songwriter from Seoul in Korea with a breathtaking range whose vocal sounds like a harmonious mix of Carly Simon and Carole King at the peak of their ‘70s success.
GOODGROOVE,https://www.facebook.com/goodgrooverecs,GLADE,THURSDAY,21:30 - 22:45,
GORGON CITY,http://www.gorgoncity.com/,SILVER HAYES,FRIDAY,15:25 - 16:45,"Deep house, UK garage and electronic music are all in the mix from this north London production duo. After a string of singles their debut album is due with collaborations with Kiesza, Bipolar Sunshine, Jess Glynne, Josh Record, George Maple, Vicktor Taiwo and Jacob Banks."
GORGON CITY B2B KIDNAP KID,,SHANGRI-LA,SUNDAY,00:00 - 01:00,
GOTSOME,https://t.co/8nnbivjqkk,SHANGRI-LA,FRIDAY,04:00 - 05:00,
GRACE PETRIE,,OTHER,SUNDAY,19:45 - 20:30,
GRAEME PARK,http://thisisgraemepark.com/,THE UNFAIRGROUND,FRIDAY,01:30 - 03:00,
GRAMATIK,https://www.facebook.com/gramatik,SILVER HAYES,SATURDAY,22:15 - 23:15,New York-based Slovenian producer adding new dimensions to the EDM scene and gaining a huge following through torrenting his tunes.
GRAND BUDAPEST HOTEL,,PILTON PALAIS,SUNDAY,00:30 - 02:10,
GRANT GOLDIE,http://www.grantgoldie.com,THEATRE AND CIRCUS,FRIDAY,22:47 - 22:54,
GRANT GOLDIE,http://www.grantgoldie.com,THEATRE AND CIRCUS,FRIDAY,23:33 - 23:40,
GRANT GOLDIE,,THEATRE AND CIRCUS,SATURDAY,,
GRANT GOLDIE,http://www.grantgoldie.com,THEATRE AND CIRCUS,SATURDAY,23:04 - 23:11,
GRANT GOLDIE,http://www.grantgoldie.com,THEATRE AND CIRCUS,SATURDAY,23:39 - 23:46,
GRANT GOLDIE,,THEATRE AND CIRCUS,SUNDAY,,
GRANT GOLDIE,http://www.grantgoldie.com,THEATRE AND CIRCUS,SUNDAY,22:05 - 22:12,
GRANT GOLDIE,http://www.grantgoldie.com,THEATRE AND CIRCUS,SUNDAY,22:40 - 22:47,
GRANTLEY,,GLADE,SATURDAY,19:30 - 21:00,
GRAVITY 3D,,PILTON PALAIS,THURSDAY,17:00 - 18:30,
GREAT DAVE,,THEATRE AND CIRCUS,FRIDAY,12:35 - 13:05,
GREAT DAVE,,THEATRE AND CIRCUS,FRIDAY,13:35 - 14:05,
GREAT DAVE,,THEATRE AND CIRCUS,SATURDAY,12:35 - 13:05,
GREAT DAVE,,THEATRE AND CIRCUS,SATURDAY,13:35 - 14:05,
GREAT DAVE,,THEATRE AND CIRCUS,SUNDAY,12:35 - 13:05,
GREAT DAVE,,THEATRE AND CIRCUS,SUNDAY,13:35 - 14:05,
GRECO-ROMAN SOUNDSYSTEM,http://greco-roman.net/,THE BEAT HOTEL,FRIDAY,20:00 - 21:15,
GREG BELSON,,BLOCK9,SATURDAY,00:00 - 01:30,
GREG DREAD,https://www.facebook.com/dreadzone,GLADE,SUNDAY,15:00 - 16:30,
GREG WILSON,http://www.gregwilson.co.uk/,THE BEAT HOTEL,FRIDAY,18:00 - 20:00,
GREG WILSON,,BLOCK9,FRIDAY,22:00 - 23:30,
GRINGO SKA,www.gringoska.co.uk,AVALON CAFE,FRIDAY,00:00 - 01:00,
GRINGO SKA,www.gringoska.co.uk,GLADE,FRIDAY,13:20 - 14:20,"Gringo Ska have kept to these roots with a lively, high tuned, drum kit leap, rock-solid bass lines and the sharp, off-beat guitar chops that set the feet moving. Grooving on top are the melody lines, taken up by fruity sax and high altitude flute - a jazzy feel and plenty of improvisation"
GRINGO SKA,,GLADE,THURSDAY,22:00 - 23:00,
GRUFF RHYS,www.gruffrhys.com/,THE PARK,SATURDAY,12:00 - 12:45,
GRUFF RHYS (DJ  SET),,THE PARK,SATURDAY,18:00 - 19:00,
"GUITAR MASTERCLASS, STEVE KNIGHTLEY, RODNEY BRANIGAN & GUESTS",,GREEN FIELDS,SATURDAY,16:00 - 18:00,
GUNS OF NAVARONE,http://www.wearetheguns.com,THEATRE AND CIRCUS,FRIDAY,18:25 - 19:25,
GUNS OF NAVARONE,http://www.wearetheguns.com,THEATRE AND CIRCUS,SATURDAY,18:35 - 19:35,
GUNS OF NAVARONE,http://www.wearetheguns.com,THEATRE AND CIRCUS,SUNDAY,16:50 - 17:50,
GUNS OF NAVARONE,http://www.wearetheguns.com/theband.aspx,SHANGRI-LA,WEDNESDAY,21:45 - 23:00,
GUS AKA LAZLO LEGEZER,,SHANGRI-LA,FRIDAY,00:00 - 02:30,
GUS AKA LAZLO LEGEZER,,SHANGRI-LA,SATURDAY,23:00 - 00:00,
"GUTTTERFUNK CLOSING PARTY WITH DJ DIE, ADDISON GROOVE, ARTWORK, DISMANTLE, JENNA G, LAMINATE RADIO AND HOSTED BY INJA",,THE PARK,SUNDAY,21:30 - 04:00,
HAIM,http://haimtheband.com/,OTHER STAGE,FRIDAY,16:25 - 17:20,"Acclaimed as “goofy” and “awesome”, the three sisters Haim had a number one album in the UK with their ‘Days Are Gone’ album and did a top show at The Park last year, expect more Californian dreaming and ethereal harmonies. Wear flowers in your hair!"
HANNAH HOLLAND,,THE PARK,THURSDAY,21:30 - 23:00,
HANNAH HOLLAND & JOSH CAFFE,,BLOCK9,FRIDAY,19:00 - 20:30,
HANNAH HOLLAND & MIKKI MOST,,BLOCK9,SATURDAY,04:30 - 06:00,
HANNAH WANTS,http://www.hannahwants.com/,SILVER HAYES,FRIDAY,13:00 - 14:15,"From DJing in Ibiza in 2012 to a string of jackin’ house and bass mixes including the much-spun ‘Dappy’, Ms Wants has gone from strength to strength."
HARI MAU MATT,,GLADE,THURSDAY,18:00 - 20:30,
HARRI PEPPER (PIFF BRISTOL),https://soundcloud.com/original-hp,GLADE,SUNDAY,21:00 - 21:30,
HARRY KING BEAT,,SHANGRI-LA,FRIDAY,18:00 - 20:00,
HARRY KING BEAT,,SHANGRI-LA,SATURDAY,18:00 - 20:00,
HARRY KING BEAT,,SHANGRI-LA,SUNDAY,18:00 - 20:00,
HARRY KING BEAT,,SHANGRI-LA,THURSDAY,18:00 - 20:00,
HARRY KING BEAT,,SHANGRI-LA,WEDNESDAY,18:00 - 20:00,
HATTIE HATSTAR,www.hattie.biz,GREEN FIELDS,SUNDAY,02:00 - 03:00,
HATTIE HATSTAR,,GREEN FIELDS,THURSDAY,17:20 - 18:20,
HATTIE HATSTAR AND HER HATSTAND,www.hattie.biz,GREEN FIELDS,THURSDAY,22:00 - 22:45,
HATTIE HATSTAR AND HER HATSTAND,www.hattie.biz,GREEN FIELDS,WEDNESDAY,23:30 - 00:30,
HAYLEY MCKAY,http://www.hayleymckay.co.uk/music/,GREEN FIELDS,WEDNESDAY,13:00 - 14:00,
HAZEL O'CONNOR,www.hazeloconnor.com,GREEN FIELDS,FRIDAY,13:00 - 14:00,Pop punk icon discovering her Celtic roots with harpist Cormac de Barra.
HAZEL O'CONNOR,http://www.hazeloconnor.com/,AVALON,FRIDAY,18:45 - 19:45,Expect an eclectic mix from the former pop punk princess. Her recent album hinted at jazzy pop with a nod to Kirsty MacColl and she’s currently revisiting her Celtic roots but no doubt she’ll be up for a bit of ‘Breaking Glass’-styled futurism too.
HEAL THE LAST STAND,,GREEN FIELDS,SUNDAY,02:15 - 03:00,
HEAL THE LAST STAND,,GREEN FIELDS,THURSDAY,14:30 - 15:30,
HEAVENLY JUKEBOX,,THE PARK,SUNDAY,13:00 - 14:00,
HEAVENLY JUKEBOX,,THE PARK,SUNDAY,20:00 - 21:30,
HEAVENLY JUKEBOX,,THE PARK,THURSDAY,13:00 - 14:00,
HEAVENLY JUKEBOX,,THE PARK,THURSDAY,16:00 - 17:00,
HEAVENLY JUKEBOX,,THE PARK,THURSDAY,20:30 - 21:30,
HEAVENLY JUKEBOX,,BLOCK9,WEDNESDAY,22:00 - 00:00,
HEAVY SUGAR,,SHANGRI-LA,SUNDAY,02:30 - 04:00,
HEIDI HICKLING MOORE,,THEATRE AND CIRCUS,FRIDAY,13:00 - 13:06,
HEIDI HICKLING MOORE,,THEATRE AND CIRCUS,FRIDAY,16:00 - 16:06,
HEIDI HICKLING MOORE,,THEATRE AND CIRCUS,SATURDAY,13:00 - 13:06,
HEIDI HICKLING MOORE,,THEATRE AND CIRCUS,SATURDAY,16:00 - 16:06,
HEIDI HICKLING MOORE,,THEATRE AND CIRCUS,SUNDAY,13:00 - 13:06,
HEIDI HICKLING MOORE,,THEATRE AND CIRCUS,SUNDAY,16:00 - 16:06,
HELEN GREGORY,www.hgregory.co.uk,THEATRE AND CIRCUS,SUNDAY,16:45 - 17:00,
HELL DUB WITH SOLUTION SOUNDSYSTEM,http://www.solutionsoundsystem.com,SHANGRI-LA,SUNDAY,20:00 - 21:45,
HELLICAR & LEWIS (CLIMAX DOME),,GREEN FIELDS,FRIDAY,23:30 - 00:00,
HELLICAR&LEWIS,,SILVER HAYES,SATURDAY,03:30 - 04:30,
"HELTER SKELTER, CASTLE AND PIRATE SHIP",http://kidzfield.com,KIDZ FIELD,SATURDAY,09:00 - 19:00,
HERBIE TREEHEAD,,THEATRE AND CIRCUS,FRIDAY,13:05 - 13:35,
HERBIE TREEHEAD,http://www.herbietreehead.info,THEATRE AND CIRCUS,FRIDAY,16:40 - 17:10,
HERBIE TREEHEAD,,THEATRE AND CIRCUS,SATURDAY,13:05 - 13:35,
HERBIE TREEHEAD,http://www.herbietreehead.info,THEATRE AND CIRCUS,SATURDAY,16:40 - 17:10,
HERBIE TREEHEAD,,THEATRE AND CIRCUS,SUNDAY,13:05 - 13:35,
HERBIE TREEHEAD,http://www.herbietreehead.info,THEATRE AND CIRCUS,SUNDAY,16:40 - 17:10,
HERO FISHER,http://herofisher.com/,ACOUSTIC,SATURDAY,11:30 - 12:00,"There’s something a little bit unsettling about Hero Fisher’s vocals. It sounds like she’s bearing her soul and, I suspect she is. Like a female Leonard Cohen with plenty of irony rolled up in there too, she’s well worth checking out."
HIDDEN  RIDDIM,https://soundcloud.com/hiddenriddim/hidden-riddim-summer-step-mix,GLADE,FRIDAY,21:45 - 23:45,
HIGHTOWN CROWS,http://www.hightowncrows.co.uk/,SHANGRI-LA,SUNDAY,04:00 - 05:00,
HIJINX THEATRE,,THEATRE AND CIRCUS,FRIDAY,10:30 - 11:10,
HIJINX THEATRE,,THEATRE AND CIRCUS,FRIDAY,17:30 - 18:00,
HIJINX THEATRE,,THEATRE AND CIRCUS,SATURDAY,10:30 - 11:10,
HIJINX THEATRE,,THEATRE AND CIRCUS,SATURDAY,17:30 - 18:00,
HIJINX THEATRE,,THEATRE AND CIRCUS,SUNDAY,10:30 - 11:10,
HIJINX THEATRE,,THEATRE AND CIRCUS,SUNDAY,17:30 - 18:00,
HIP HOP KARAOKE,,THE PARK,SATURDAY,16:00 - 18:00,
HIP HOP KARAOKE,,THE PARK,SUNDAY,16:00 - 18:00,
HISSING MORTAL COILS,,SHANGRI-LA,SUNDAY,02:45 - 03:45,
HOBO JONES & THE JUNKYARD DOGS,http://www.ade2000.pwp.blueyonder.co.uk/hobojones/,AVALON,FRIDAY,13:00 - 13:55,Off the rails skiffle and laugh merchants with a West Country brogue and compulsory beards.
HOBO JONES AND THE JUNKYARD DOGS,www.ade2000.pwp.blueyonder.co.uk/hobojones,AVALON CAFE,SATURDAY,01:03 - 00:00,
HODMADODDERY,www.hodmadoddery.co.uk,AVALON CAFE,SUNDAY,14:30 - 15:15,
HODMADODDERY,www.hodmadoddery.co.uk,THE BANDSTAND,THURSDAY,14:00 - 14:55,
HOLLIE COOK,http://holliecook.com/,SILVER HAYES,SUNDAY,14:45 - 16:00,Daughter of the Pistols' drummer who's skanked it up with Prince Fatty as well as being a part time member of The Slits.
HOLLY WALSH,http://www.hollywalsh.co.uk/,THEATRE AND CIRCUS,FRIDAY,00:25 - 00:55,
HOLLY WILLIAMS,http://www.hollywilliams.com/,ACOUSTIC,FRIDAY,15:30 - 16:10,"The grand daughter of the original country troubadour Hank Williams, Holly was raised in Nashville and has assimilated the best elements of that music scene into her own aching country sound."
HOLOTRONICA (CLIMAX DOME),,GREEN FIELDS,SATURDAY,19:00 - 20:00,
HONG KONG PING PONG,http://hongkongpingpong.co.uk/,THE PARK,SATURDAY,03:30 - 06:00,
HONG KONG PING PONG,https://www.facebook.com/hongkongpingpong,GLADE,THURSDAY,17:30 - 18:30,
HORNBY BROTHERS,http://vimeo.com/90344216,AVALON CAFE,THURSDAY,00:00 - 01:00,
"HOSPITALITY TAKE OVER: METRIK B2B FRED V & GRAFIX, LONDON ELEKTRICITY B2B HIGH CONTRAST, HOSTED BY DYNAMITE MC",,ARCADIA,SUNDAY,22:45 - 00:35,
HOSTED BY MC CHICKABOO (SOUL II SOUL),,BLOCK9,FRIDAY,,
HOSTED BY MC CHICKABOO (SOUL II SOUL),,BLOCK9,SATURDAY,,
HOSTED BY NORMSKI,http://www.normski.me/,SILVER HAYES,THURSDAY,,"The legendary broadcaster, DJ and presenter..."
HOT CAKES VERSUS JUNGLE CAKES,https://soundcloud.com/djdeekline,SHANGRI-LA,SATURDAY,04:00 - 05:00,
HOT FEET,,GREEN FIELDS,FRIDAY,13:00 - 13:45,
HOT FEET,www.hotfeetmusic.com,THE BANDSTAND,SUNDAY,15:00 - 15:40,
HOT SINCE 82,http://www.hotsince82.com/,SILVER HAYES,FRIDAY,19:00 - 20:30,"Slow and sensuous shifting house sounds from the modestly named Daley Padley (he was born in ’82, see)."
HOUSE GOSPEL CHOIR,http://www.housechoir.co.uk/,ACOUSTIC,SUNDAY,18:50 - 19:40,Time to raise the roof with a proper Gospel Choir for Sunday evening. It’s the Songs Of Praise slot. Next up – Antiques Roadshow.
HOWARD MARKS PRESENTS SMOKERS DELIGHT,,GLADE,SATURDAY,12:00 - 14:00,
HOZIER,www.hozier.com,ACOUSTIC,FRIDAY,13:40 - 14:10,The huge viral success of ‘Take Me To The Church’ almost overshadowed Hozier’s other tunes but his ‘From Eden’ EP suggests that there’s a lot more to come and ‘Work Song’s neo-gospel feel and bluesy rhythm suggests that he’s one to watch.
HOZIER,http://hozier.com/,JOHN PEEL STAGE,SATURDAY,13:00 - 13:40,"The Irish singer whose ‘Take Me To the Church’ video is at 3 million plus views on YouTube, with a nod to Tom Waits, Paul Simon and Muddy Waters and the crossroads of folk and soul."
HUDSON TAYLOR,http://www.hudsontaylormusic.com/,AVALON,FRIDAY,17:15 - 18:15,Irish duo armed with acoustic guitars and layers of beautiful harmonies forging songs of sizeable anthemic proportions.
HUE-JAH-FINK,,BLOCK9,THURSDAY,01:00 - 02:00,
HUEY MORGAN,https://www.facebook.com/hueymorganofficial,THE COMMON,SATURDAY,17:00 - 22:00,
HUNNЇ VǑN TRAPP ( AKA NICK FIELD) HOSTS THE PIT CABARET,http://www.nickfieldpoetic.co.uk/,SHANGRI-LA,FRIDAY,23:00 - 23:30,
HYPER-ON-EXPERIENCE,,BLOCK9,THURSDAY,23:30 - 01:00,
IAIN HOSSACK – SUSTAINABILITY IN THE STARS,,GREEN FIELDS,FRIDAY,11:00 - 12:00,
ICHI,https://soundcloud.com/ichi-japan,SHANGRI-LA,FRIDAY,19:00 - 20:00,
ICHI,,GREEN FIELDS,SUNDAY,15:50 - 16:30,
ILLUMINOID FAIRYTALE 23,,GREEN FIELDS,FRIDAY,12:00 - 13:00,
ILLUMINOID FAIRYTALE 23,,GREEN FIELDS,SUNDAY,12:00 - 13:00,
IMAGINE DRAGONS,http://www.imaginedragonsmusic.com/,OTHER STAGE,SATURDAY,18:00 - 19:00,"Ah, keep the lighters out, I can see the BBC panning shot across the crowd as this Vegas combo break into their monumental mover ‘Night Visions’ all achy and breaky beneath Dan Reynolds’ groggy vocal. Expect several couples to declare undying love during their set."
IMMERSIVE,,SILVER HAYES,SATURDAY,02:30 - 03:30,
INDIA ELECTRIC CO,http://indiaelectricco.com/,THE PARK,SUNDAY,16:00 - 16:40,
INDIA ELECTRIC CO,http://www.indiaelectricco.com/,AVALON CAFE,THURSDAY,14:30 - 15:15,
INDIA ELECTRIC CO.,,GREEN FIELDS,SUNDAY,12:00 - 13:00,
INDIA ELECTRIC COMPANY,http://www.indiaelectricco.com/,AVALON CAFE,FRIDAY,18:30 - 19:30,
INDIAN DANCE WITH SITAR,,GREEN FIELDS,SUNDAY,10:00 - 12:30,
INFINITY INK FEAT LUCA C AND ALI LOVE,houseofinfinity.co.uk,SHANGRI-LA,FRIDAY,03:00 - 04:00,
INSECT CIRCUS MUSEUM,,THEATRE AND CIRCUS,FRIDAY,12:00 - 00:00,
INSECT CIRCUS MUSEUM,,THEATRE AND CIRCUS,SATURDAY,12:00 - 00:00,
INSECT CIRCUS MUSEUM,,THEATRE AND CIRCUS,SUNDAY,12:00 - 00:00,
INSIDE LLEWYN DAVIS,,PILTON PALAIS,SATURDAY,23:00 - 00:57,
INTERPLANETARY LIBERATION FRONT,http://www.youtube.com/watch?v=449iz2-y7da,GREEN FIELDS,FRIDAY,17:00 - 18:00,
INTERPLANETARY LIBERATION FRONT,http://www.youtube.com/watch?v=449iz2-y7da,GREEN FIELDS,SUNDAY,18:00 - 19:00,
INTERPLANETARY LIBERATION FRONT,http://www.youtube.com/watch?v=449iz2-y7da,GREEN FIELDS,WEDNESDAY,18:00 - 19:00,
INTERPOL,http://www.interpolnyc.com/,OTHER STAGE,FRIDAY,19:15 - 20:15,Another trio! The fourth lot – surely there’s something mystical there. Expect echoey and suitably dark post punk contemplation from this New York outfit whose last album was the much-praised self-titled opus back in 2010.
ITCHY & SCRATCHY,https://www.facebook.com/itchyskratchydjs,GLADE,THURSDAY,00:00 - 01:45,
ITCHY & SKRATCHY DJ’S,,ARCADIA,FRIDAY,19:00 - 20:00,
IVAN G TORRE,http://www.ivangtorre.com,THEATRE AND CIRCUS,FRIDAY,20:28 - 20:34,
IVAN G TORRE,http://www.ivangtorre.com,THEATRE AND CIRCUS,FRIDAY,23:22 - 23:28,
IVAN G TORRE,http://www.ivangtorre.com,THEATRE AND CIRCUS,SATURDAY,20:43 - 20:49,
IVAN G TORRE,http://www.ivangtorre.com,THEATRE AND CIRCUS,SUNDAY,20:43 - 20:49,
IZZY BIZU,http://izzybizu.com/,SILVER HAYES,FRIDAY,16:00 - 16:25,"With a vocal range that allows her to float precariously over the simplest of melodies, Izzy Bizu is an astonishing singer whose songs sound like Billie Holiday meets Ben Howard."
IZZYBIZZU (ETC FINALISTS),,THE PARK,SUNDAY,15:30 - 16:15,
J MAN,https://soundcloud.com/j-man-1,THE COMMON,SATURDAY,01:00 - 02:00,
JACK & ARLO WITH MC BIC,,THE UNFAIRGROUND,SUNDAY,00:00 - 01:00,
JACK BEATS,,ARCADIA,FRIDAY,20:35 - 21:20,
JACK WHITE,http://jackwhiteiii.com/,PYRAMID STAGE,SATURDAY,19:30 - 20:45,"With a new solo album, expect an across the board run through his back pages – White Stripes et al – plus lots of new swaggering blues rock for the 2010’s. If initial sneaked previews are to be believed, ‘Lazaretto’ is riff-heavy with a nod to the great fuzzed guitarists of old. One for the heads!"
JACKMASTER,,ARCADIA,SATURDAY,22:45 - 00:00,
JACKMASTER AND ONEMAN PRESENT CAN U DANCE,http://www.bbc.co.uk/programmes/b006wkfp,SHANGRI-LA,FRIDAY,03:00 - 04:00,
JACKMASTER PRESENTS TWEAK-A-HOLIC,http://tweak-a-holic.com,THE BEAT HOTEL,SUNDAY,16:00 - 18:00,
JAGWAR MA,http://jagwarma.com/,THE PARK,SATURDAY,17:00 - 18:00,Psychedelic dance music from down under courtesy of this duo who were inspired by everything from Motown to electronica. The result is a heady brew of soulful alternative trip hoppery.
JAGWAR MA,http://jagwarma.com/,WILLIAM'S GREEN,SUNDAY,21:00 - 21:45,Psychedlic dance music from down under courtesy of this duo who were inspired by everything from Motown to electronica. The result is a heady brew of soulful alternative trip hoppery.
JAGZ KOONER,http://www.jagzkooner.co.uk/,THE UNFAIRGROUND,FRIDAY,00:00 - 02:00,
JAIPUR KAWA CIRCUS,,THEATRE AND CIRCUS,FRIDAY,,
JAIPUR KAWA CIRCUS,,THEATRE AND CIRCUS,FRIDAY,,
JAIPUR KAWA CIRCUS,,THEATRE AND CIRCUS,SATURDAY,,
JAIPUR KAWA CIRCUS,,THEATRE AND CIRCUS,SATURDAY,,
JAIPUR KAWA CIRCUS,,THEATRE AND CIRCUS,SUNDAY,,
JAIPUR KAWA CIRCUS,,THEATRE AND CIRCUS,SUNDAY,,
JAKE BUGG,http://jakebugg.com/,OTHER STAGE,SATURDAY,22:30 - 23:45,"Last year, he came, he saw, he smoked a few tabs. Jake Bugg plays twice again this year, but this headline slot promises to be something very special from the Nottingham singer songwriter with an acidic wit and some snarling off the cuff one liners. Hit the north!"
JAKE BUGG,http://jakebugg.com/,ACOUSTIC,SUNDAY,17:35 - 18:30,"After headlining the Peel tent, Jake Bugg opts for a more intimate Sunday afternoon set for his second appearance of the weekend. Get there early."
JAKE ISAAC,http://mrjakeisaac.wix.com/jakeisaac,OTHER STAGE,SATURDAY,11:30 - 12:00,"MOBO nominated strummer with a deep and soulful voice, like Richie Havens after a few cigars, with some big choruses and a few broekn strings along the way. A great way to start Saturday."
JAKE ISSAC,,THE PARK,SATURDAY,16:30 - 17:15,
JAKE SOVONA,http://mistasavona.com/,THE COMMON,FRIDAY,05:00 - 06:00,
JAKI WINDMILL,https://www.facebook.com/pages/astroshamanics-with-jaki-windmill/321802544571066,GREEN FIELDS,SATURDAY,20:00 - 21:00,
JAKI WINDMILL,https://www.facebook.com/pages/astroshamanics-with-jaki-windmill/321802544571066,GREEN FIELDS,SUNDAY,17:00 - 18:00,
JAMBINAI,https://www.facebook.com/jambinaiofficial,SILVER HAYES,FRIDAY,14:30 - 15:45,"Korean traditional instruments – the haegeum, piri and geomungo – mixed with guitar and electronics to make a post-hardcore avant garde mantra that’s unlike anything you’ll hear all weekend."
JAMES BAY,http://www.jamesbaymusic.com/,ACOUSTIC,FRIDAY,12:00 - 12:40,"Weaned on the West Coast Americana of Crosby, Stills, Nash and James Taylor, this 22-year-old singer songwriter is equipped with an assured gritty vocal and some suitably warm summer strumming."
JAMES BLAKE,http://jamesblakemusic.com/,THE PARK,SUNDAY,21:00 - 22:15,The live mix of James Blake’s exotic soulful vocal and the ground moving electronic throb from his tip hop meets post dubstep bass lines delivers is something to behold. It’s that use of light and dark that makes him a must see.
JAMES BUSTAR,,THEATRE AND CIRCUS,FRIDAY,11:05 - 11:35,
JAMES BUSTAR,,THEATRE AND CIRCUS,FRIDAY,19:45 - 20:15,
